Year,Quarter,1 Mo-2 Mo_spread,1 Mo-3 Mo_spread,1 Mo-4 Mo_spread,1 Mo-6 Mo_spread,1 Mo-1 Yr_spread,1 Mo-2 Yr_spread,1 Mo-3 Yr_spread,1 Mo-5 Yr_spread,1 Mo-7 Yr_spread,1 Mo-10 Yr_spread,1 Mo-20 Yr_spread,1 Mo-30 Yr_spread,2 Mo-3 Mo_spread,2 Mo-4 Mo_spread,2 Mo-6 Mo_spread,2 Mo-1 Yr_spread,2 Mo-2 Yr_spread,2 Mo-3 Yr_spread,2 Mo-5 Yr_spread,2 Mo-7 Yr_spread,2 Mo-10 Yr_spread,2 Mo-20 Yr_spread,2 Mo-30 Yr_spread,3 Mo-4 Mo_spread,3 Mo-6 Mo_spread,3 Mo-1 Yr_spread,3 Mo-2 Yr_spread,3 Mo-3 Yr_spread,3 Mo-5 Yr_spread,3 Mo-7 Yr_spread,3 Mo-10 Yr_spread,3 Mo-20 Yr_spread,3 Mo-30 Yr_spread,4 Mo-6 Mo_spread,4 Mo-1 Yr_spread,4 Mo-2 Yr_spread,4 Mo-3 Yr_spread,4 Mo-5 Yr_spread,4 Mo-7 Yr_spread,4 Mo-10 Yr_spread,4 Mo-20 Yr_spread,4 Mo-30 Yr_spread,6 Mo-1 Yr_spread,6 Mo-2 Yr_spread,6 Mo-3 Yr_spread,6 Mo-5 Yr_spread,6 Mo-7 Yr_spread,6 Mo-10 Yr_spread,6 Mo-20 Yr_spread,6 Mo-30 Yr_spread,1 Yr-2 Yr_spread,1 Yr-3 Yr_spread,1 Yr-5 Yr_spread,1 Yr-7 Yr_spread,1 Yr-10 Yr_spread,1 Yr-20 Yr_spread,1 Yr-30 Yr_spread,2 Yr-3 Yr_spread,2 Yr-5 Yr_spread,2 Yr-7 Yr_spread,2 Yr-10 Yr_spread,2 Yr-20 Yr_spread,2 Yr-30 Yr_spread,3 Yr-5 Yr_spread,3 Yr-7 Yr_spread,3 Yr-10 Yr_spread,3 Yr-20 Yr_spread,3 Yr-30 Yr_spread,5 Yr-7 Yr_spread,5 Yr-10 Yr_spread,5 Yr-20 Yr_spread,5 Yr-30 Yr_spread,7 Yr-10 Yr_spread,7 Yr-20 Yr_spread,7 Yr-30 Yr_spread,10 Yr-20 Yr_spread,10 Yr-30 Yr_spread,20 Yr-30 Yr_spread
2009,Q2,,-0.06142857142857146,,-0.21317460317460318,-0.41126984126984123,-0.9077777777777778,-1.3855555555555554,-2.131904761904762,-2.7792063492063495,-3.2109523809523814,-4.085396825396826,-4.062539682539683,,,,,,,,,,,,,-0.15174603174603174,-0.3498412698412698,-0.8463492063492064,-1.324126984126984,-2.07047619047619,-2.7177777777777776,-3.1495238095238096,-4.023968253968254,-4.001111111111111,,,,,,,,,,-0.19809523809523805,-0.6946031746031747,-1.1723809523809523,-1.9187301587301586,-2.566031746031746,-2.997777777777778,-3.8722222222222222,-3.849365079365079,-0.49650793650793656,-0.9742857142857142,-1.7206349206349205,-2.3679365079365082,-2.79968253968254,-3.6741269841269846,-3.6512698412698414,-0.47777777777777763,-1.224126984126984,-1.8714285714285714,-2.3031746031746034,-3.177619047619048,-3.1547619047619047,-0.7463492063492063,-1.3936507936507938,-1.8253968253968258,-2.6998412698412704,-2.6769841269841272,-0.6473015873015875,-1.0790476190476195,-1.9534920634920638,-1.9306349206349207,-0.431746031746032,-1.3061904761904763,-1.2833333333333332,-0.8744444444444444,-0.8515873015873012,0.02285714285714313
2009,Q3,,-0.048593750000000005,,-0.14093750000000005,-0.3365625,-0.91859375,-1.4465625,-2.35609375,-3.01171875,-3.40640625,-4.17203125,-4.21109375,,,,,,,,,,,,,-0.09234375000000003,-0.28796875,-0.87,-1.39796875,-2.3074999999999997,-2.963125,-3.3578124999999996,-4.1234375,-4.1625,,,,,,,,,,-0.19562499999999994,-0.7776562499999999,-1.3056249999999998,-2.2151562499999997,-2.87078125,-3.2654687499999997,-4.03109375,-4.07015625,-0.58203125,-1.1099999999999999,-2.01953125,-2.67515625,-3.06984375,-3.83546875,-3.87453125,-0.5279687499999999,-1.4374999999999998,-2.0931249999999997,-2.4878124999999995,-3.2534374999999995,-3.2924999999999995,-0.9095312499999999,-1.56515625,-1.9598437499999999,-2.72546875,-2.76453125,-0.6556250000000001,-1.0503125,-1.8159375,-1.855,-0.39468749999999986,-1.1603124999999999,-1.1993749999999999,-0.765625,-0.8046875,-0.0390625
2009,Q4,,-0.019193548387096776,,-0.12,-0.3133870967741935,-0.8366129032258065,-1.3487096774193548,-2.2629032258064514,-2.9487096774193544,-3.422741935483871,-4.227580645161291,-4.294354838709678,,,,,,,,,,,,,-0.10080645161290322,-0.29419354838709677,-0.8174193548387096,-1.329516129032258,-2.243709677419355,-2.9295161290322578,-3.4035483870967744,-4.208387096774194,-4.275161290322581,,,,,,,,,,-0.19338709677419355,-0.7166129032258065,-1.2287096774193547,-2.1429032258064518,-2.8287096774193548,-3.3027419354838714,-4.107580645161291,-4.174354838709678,-0.5232258064516129,-1.0353225806451611,-1.949516129032258,-2.6353225806451612,-3.109354838709678,-3.9141935483870975,-3.9809677419354843,-0.5120967741935483,-1.4262903225806451,-2.112096774193548,-2.586129032258065,-3.3909677419354844,-3.457741935483871,-0.9141935483870969,-1.5999999999999999,-2.0740322580645163,-2.8788709677419364,-2.945645161290323,-0.685806451612903,-1.1598387096774196,-1.9646774193548393,-2.031451612903226,-0.47403225806451665,-1.2788709677419363,-1.345645161290323,-0.8048387096774197,-0.8716129032258064,-0.06677419354838676
2010,Q1,,-0.04098360655737705,,-0.11885245901639344,-0.29573770491803275,-0.8488524590163935,-1.4,-2.3585245901639342,-3.0954098360655737,-3.649016393442623,-4.421639344262295,-4.555573770491803,,,,,,,,,,,,,-0.07786885245901638,-0.2547540983606557,-0.8078688524590165,-1.359016393442623,-2.3175409836065572,-3.0544262295081968,-3.608032786885246,-4.380655737704918,-4.514590163934425,,,,,,,,,,-0.17688524590163934,-0.7300000000000001,-1.2811475409836066,-2.239672131147541,-2.9765573770491804,-3.5301639344262297,-4.302786885245902,-4.436721311475409,-0.5531147540983608,-1.1042622950819672,-2.0627868852459015,-2.799672131147541,-3.35327868852459,-4.125901639344262,-4.25983606557377,-0.5511475409836064,-1.5096721311475407,-2.2465573770491805,-2.8001639344262292,-3.5727868852459013,-3.706721311475409,-0.9585245901639343,-1.6954098360655738,-2.249016393442623,-3.021639344262295,-3.1555737704918028,-0.7368852459016395,-1.2904918032786887,-2.0631147540983608,-2.1970491803278684,-0.5536065573770492,-1.3262295081967213,-1.460163934426229,-0.772622950819672,-0.9065573770491797,-0.13393442622950769
2010,Q2,,-0.023281250000000003,,-0.09437500000000001,-0.25328125,-0.748125,-1.2540625,-2.12984375,-2.81015625,-3.3675,-4.07625,-4.2465625,,,,,,,,,,,,,-0.07109375000000001,-0.23,-0.72484375,-1.2307812500000002,-2.1065625,-2.7868749999999998,-3.34421875,-4.05296875,-4.223281249999999,,,,,,,,,,-0.15890625,-0.65375,-1.1596875,-2.03546875,-2.71578125,-3.2731250000000003,-3.981875,-4.152187499999999,-0.49484375,-1.0007812500000002,-1.8765625,-2.556875,-3.11421875,-3.82296875,-3.9932812499999994,-0.5059375,-1.38171875,-2.06203125,-2.6193750000000002,-3.328125,-3.4984374999999996,-0.87578125,-1.5560937499999998,-2.1134375,-2.8221875,-2.9924999999999997,-0.6803124999999999,-1.2376562500000001,-1.94640625,-2.1167187499999995,-0.5573437500000002,-1.26609375,-1.4364062499999997,-0.7087499999999998,-0.8790624999999994,-0.17031249999999964
2010,Q3,,-0.01218749999999999,,-0.052343749999999994,-0.12625,-0.3960937499999999,-0.6912499999999999,-1.40234375,-2.05125,-2.641875,-3.45015625,-3.7134375,,,,,,,,,,,,,-0.040156250000000004,-0.11406250000000001,-0.38390624999999995,-0.6790624999999999,-1.39015625,-2.0390625,-2.6296875,-3.43796875,-3.70125,,,,,,,,,,-0.07390625,-0.34374999999999994,-0.63890625,-1.3499999999999999,-1.9989062499999999,-2.5895312500000003,-3.3978125,-3.66109375,-0.26984374999999994,-0.565,-1.2760937499999998,-1.9249999999999998,-2.515625,-3.32390625,-3.5871874999999998,-0.29515625,-1.00625,-1.65515625,-2.2457812500000003,-3.0540625,-3.31734375,-0.71109375,-1.3599999999999999,-1.950625,-2.75890625,-3.0221875,-0.64890625,-1.2395312500000002,-2.0478125,-2.31109375,-0.5906250000000002,-1.39890625,-1.6621875,-0.8082812499999998,-1.0715624999999998,-0.2632812499999999
2010,Q4,,-0.019838709677419367,,-0.06451612903225808,-0.13951612903225807,-0.36741935483870963,-0.6335483870967743,-1.3837096774193547,-2.0733870967741934,-2.758709677419355,-3.7296774193548385,-4.047419354838709,,,,,,,,,,,,,-0.04467741935483871,-0.11967741935483872,-0.3475806451612903,-0.6137096774193549,-1.3638709677419354,-2.053548387096774,-2.7388709677419354,-3.709838709677419,-4.02758064516129,,,,,,,,,,-0.07500000000000001,-0.30290322580645157,-0.5690322580645162,-1.3191935483870965,-2.0088709677419354,-2.694193548387097,-3.6651612903225805,-3.9829032258064516,-0.22790322580645156,-0.49403225806451617,-1.2441935483870965,-1.9338709677419352,-2.6191935483870967,-3.5901612903225804,-3.9079032258064514,-0.2661290322580646,-1.016290322580645,-1.7059677419354837,-2.3912903225806454,-3.362258064516129,-3.6799999999999997,-0.7501612903225804,-1.439838709677419,-2.1251612903225805,-3.096129032258064,-3.413870967741935,-0.6896774193548387,-1.3750000000000002,-2.3459677419354836,-2.663709677419355,-0.6853225806451615,-1.6562903225806451,-1.9740322580645162,-0.9709677419354836,-1.2887096774193547,-0.3177419354838711
2011,Q1,,-0.022096774193548385,,-0.06354838709677418,-0.16741935483870968,-0.5890322580645162,-1.0556451612903226,-2.014677419354839,-2.7198387096774197,-3.3527419354838712,-4.214516129032258,-4.454516129032259,,,,,,,,,,,,,-0.0414516129032258,-0.1453225806451613,-0.5669354838709677,-1.0335483870967743,-1.9925806451612906,-2.697741935483871,-3.3306451612903225,-4.19241935483871,-4.43241935483871,,,,,,,,,,-0.1038709677419355,-0.525483870967742,-0.9920967741935485,-1.9511290322580648,-2.656290322580645,-3.2891935483870967,-4.150967741935484,-4.3909677419354844,-0.42161290322580647,-0.888225806451613,-1.8472580645161294,-2.55241935483871,-3.1853225806451615,-4.047096774193548,-4.287096774193548,-0.4666129032258065,-1.4256451612903227,-2.1308064516129033,-2.763709677419355,-3.625483870967742,-3.865483870967742,-0.9590322580645163,-1.6641935483870969,-2.297096774193548,-3.1588709677419358,-3.398870967741936,-0.7051612903225806,-1.338064516129032,-2.1998387096774192,-2.4398387096774194,-0.6329032258064515,-1.4946774193548387,-1.7346774193548389,-0.8617741935483871,-1.1017741935483873,-0.2400000000000002
2011,Q2,,-0.02111111111111111,,-0.0780952380952381,-0.18,-0.5374603174603175,-0.9201587301587302,-1.8303174603174601,-2.513015873015873,-3.1773015873015873,-4.037460317460317,-4.314126984126984,,,,,,,,,,,,,-0.05698412698412699,-0.15888888888888889,-0.5163492063492064,-0.8990476190476191,-1.809206349206349,-2.4919047619047623,-3.1561904761904764,-4.016349206349206,-4.293015873015873,,,,,,,,,,-0.1019047619047619,-0.4593650793650794,-0.8420634920634921,-1.7522222222222221,-2.434920634920635,-3.0992063492063493,-3.959365079365079,-4.236031746031746,-0.3574603174603175,-0.7401587301587301,-1.6503174603174602,-2.3330158730158734,-2.9973015873015876,-3.8574603174603173,-4.1341269841269845,-0.38269841269841265,-1.2928571428571427,-1.9755555555555557,-2.63984126984127,-3.4999999999999996,-3.776666666666667,-0.9101587301587301,-1.592857142857143,-2.257142857142857,-3.117301587301587,-3.393968253968254,-0.682698412698413,-1.3469841269841272,-2.207142857142857,-2.483809523809524,-0.6642857142857141,-1.5244444444444438,-1.801111111111111,-0.8601587301587297,-1.136825396825397,-0.2766666666666673
2011,Q3,,-0.005156250000000001,,-0.04296875000000001,-0.11359375000000002,-0.259375,-0.44640625,-1.12421875,-1.74296875,-2.3943749999999997,-3.3074999999999997,-3.67109375,,,,,,,,,,,,,-0.037812500000000006,-0.10843750000000002,-0.25421875,-0.44125,-1.1190625,-1.7378125,-2.38921875,-3.30234375,-3.6659375,,,,,,,,,,-0.07062500000000001,-0.21640625000000002,-0.4034375,-1.08125,-1.7,-2.3514062499999997,-3.2645312499999997,-3.628125,-0.14578125,-0.33281249999999996,-1.0106249999999999,-1.6293749999999998,-2.28078125,-3.19390625,-3.5575,-0.18703124999999998,-0.8648437499999999,-1.4835937499999998,-2.135,-3.0481249999999998,-3.41171875,-0.6778124999999999,-1.2965624999999998,-1.9479687499999998,-2.8610937499999998,-3.2246875,-0.6187499999999999,-1.2701562499999999,-2.18328125,-2.546875,-0.65140625,-1.56453125,-1.928125,-0.913125,-1.2767187500000001,-0.36359375000000016
2011,Q4,,-0.00459016393442623,,-0.039672131147540986,-0.10377049180327869,-0.2534426229508197,-0.4065573770491804,-0.9424590163934425,-1.488688524590164,-2.03655737704918,-2.7401639344262296,-3.0308196721311473,,,,,,,,,,,,,-0.035081967213114754,-0.09918032786885246,-0.24885245901639344,-0.40196721311475414,-0.9378688524590163,-1.4840983606557376,-2.031967213114754,-2.7355737704918037,-3.0262295081967214,,,,,,,,,,-0.06409836065573771,-0.2137704918032787,-0.36688524590163935,-0.9027868852459016,-1.449016393442623,-1.9968852459016393,-2.700491803278689,-2.9911475409836066,-0.149672131147541,-0.3027868852459017,-0.8386885245901639,-1.3849180327868853,-1.9327868852459016,-2.636393442622951,-2.927049180327869,-0.15311475409836067,-0.6890163934426229,-1.2352459016393442,-1.7831147540983605,-2.48672131147541,-2.777377049180328,-0.5359016393442622,-1.0821311475409836,-1.63,-2.3336065573770495,-2.624262295081967,-0.5462295081967213,-1.0940983606557375,-1.797704918032787,-2.088360655737705,-0.5478688524590163,-1.2514754098360659,-1.5421311475409836,-0.7036065573770496,-0.9942622950819673,-0.2906557377049177
2012,Q1,,-0.01967741935483871,,-0.06064516129032258,-0.10548387096774192,-0.23854838709677417,-0.36870967741935484,-0.8474193548387097,-1.3925806451612903,-1.9890322580645161,-2.748225806451613,-3.0924193548387096,,,,,,,,,,,,,-0.04096774193548387,-0.0858064516129032,-0.21887096774193546,-0.3490322580645161,-0.827741935483871,-1.3729032258064517,-1.9693548387096775,-2.728548387096774,-3.0727419354838705,,,,,,,,,,-0.04483870967741933,-0.17790322580645157,-0.30806451612903224,-0.7867741935483872,-1.3319354838709678,-1.9283870967741936,-2.6875806451612902,-3.0317741935483866,-0.13306451612903225,-0.2632258064516129,-0.7419354838709677,-1.2870967741935484,-1.8835483870967742,-2.6427419354838713,-2.9869354838709676,-0.13016129032258067,-0.6088709677419355,-1.1540322580645161,-1.750483870967742,-2.509677419354839,-2.853870967741935,-0.4787096774193549,-1.0238709677419355,-1.6203225806451613,-2.3795161290322584,-2.7237096774193548,-0.5451612903225806,-1.1416129032258064,-1.9008064516129033,-2.2449999999999997,-0.5964516129032258,-1.3556451612903226,-1.699838709677419,-0.7591935483870969,-1.1033870967741932,-0.34419354838709637
2012,Q2,,-0.026718750000000006,,-0.08265625000000001,-0.1265625,-0.22796875000000003,-0.34125,-0.7273437500000001,-1.1775,-1.76421875,-2.48765625,-2.87609375,,,,,,,,,,,,,-0.0559375,-0.09984374999999998,-0.20125,-0.31453125000000004,-0.700625,-1.1507812499999999,-1.7374999999999998,-2.4609375,-2.8493749999999998,,,,,,,,,,-0.04390624999999998,-0.1453125,-0.25859375,-0.6446875000000001,-1.09484375,-1.6815624999999998,-2.4050000000000002,-2.7934375,-0.10140625000000003,-0.21468750000000003,-0.60078125,-1.0509374999999999,-1.63765625,-2.36109375,-2.74953125,-0.11328125,-0.499375,-0.9495312499999999,-1.53625,-2.2596875,-2.648125,-0.38609375,-0.8362499999999999,-1.42296875,-2.14640625,-2.53484375,-0.4501562499999999,-1.0368749999999998,-1.7603125,-2.1487499999999997,-0.58671875,-1.3101562500000001,-1.69859375,-0.7234375000000002,-1.111875,-0.38843749999999977
2012,Q3,,-0.022063492063492063,,-0.06174603174603174,-0.1023809523809524,-0.1782539682539683,-0.2671428571428571,-0.5893650793650793,-1.0003174603174603,-1.5617460317460319,-2.2853968253968255,-2.664444444444445,,,,,,,,,,,,,-0.03968253968253968,-0.08031746031746034,-0.15619047619047624,-0.2450793650793651,-0.5673015873015873,-0.9782539682539683,-1.5396825396825398,-2.263333333333333,-2.6423809523809525,,,,,,,,,,-0.04063492063492066,-0.11650793650793656,-0.2053968253968254,-0.5276190476190477,-0.9385714285714286,-1.5000000000000002,-2.2236507936507937,-2.602698412698413,-0.0758730158730159,-0.16476190476190475,-0.48698412698412696,-0.8979365079365079,-1.4593650793650794,-2.183015873015873,-2.5620634920634924,-0.08888888888888885,-0.41111111111111104,-0.8220634920634919,-1.3834920634920636,-2.107142857142857,-2.4861904761904765,-0.3222222222222222,-0.7331746031746031,-1.2946031746031748,-2.018253968253968,-2.3973015873015875,-0.41095238095238096,-0.9723809523809526,-1.696031746031746,-2.0750793650793655,-0.5614285714285716,-1.285079365079365,-1.6641269841269843,-0.7236507936507934,-1.1026984126984127,-0.3790476190476193
2012,Q4,,0.00180327868852459,,-0.04639344262295082,-0.08081967213114753,-0.1760655737704918,-0.2680327868852459,-0.598688524590164,-1.0278688524590165,-1.6155737704918032,-2.3636065573770493,-2.771639344262295,,,,,,,,,,,,,-0.04819672131147541,-0.08262295081967212,-0.1778688524590164,-0.2698360655737705,-0.6004918032786886,-1.029672131147541,-1.6173770491803277,-2.3654098360655738,-2.7734426229508196,,,,,,,,,,-0.03442622950819671,-0.12967213114754098,-0.22163934426229506,-0.5522950819672132,-0.9814754098360656,-1.5691803278688523,-2.3172131147540984,-2.725245901639344,-0.09524590163934427,-0.18721311475409835,-0.5178688524590165,-0.9470491803278689,-1.5347540983606556,-2.2827868852459017,-2.6908196721311475,-0.09196721311475409,-0.4226229508196722,-0.8518032786885246,-1.4395081967213113,-2.1875409836065574,-2.595573770491803,-0.33065573770491813,-0.7598360655737706,-1.3475409836065573,-2.095573770491803,-2.503606557377049,-0.4291803278688524,-1.016885245901639,-1.7649180327868852,-2.172950819672131,-0.5877049180327867,-1.3357377049180328,-1.7437704918032786,-0.7480327868852461,-1.156065573770492,-0.4080327868852458
2013,Q1,,-0.01783333333333334,,-0.04666666666666666,-0.08133333333333334,-0.1943333333333333,-0.32299999999999995,-0.7541666666666667,-1.2521666666666667,-1.8825,-2.679166666666667,-3.0661666666666667,,,,,,,,,,,,,-0.028833333333333322,-0.0635,-0.17649999999999996,-0.3051666666666666,-0.7363333333333333,-1.2343333333333333,-1.8646666666666667,-2.6613333333333338,-3.048333333333334,,,,,,,,,,-0.03466666666666668,-0.14766666666666664,-0.2763333333333333,-0.7075,-1.2055,-1.8358333333333334,-2.6325000000000003,-3.0195000000000003,-0.11299999999999996,-0.2416666666666666,-0.6728333333333333,-1.1708333333333334,-1.8011666666666668,-2.5978333333333334,-2.9848333333333334,-0.12866666666666665,-0.5598333333333334,-1.0578333333333334,-1.6881666666666668,-2.4848333333333334,-2.8718333333333335,-0.4311666666666667,-0.9291666666666667,-1.5595,-2.3561666666666667,-2.743166666666667,-0.498,-1.1283333333333334,-1.9250000000000003,-2.3120000000000003,-0.6303333333333334,-1.4270000000000003,-1.8140000000000003,-0.7966666666666669,-1.1836666666666669,-0.387
2013,Q2,,-0.016875,,-0.05281249999999999,-0.09328124999999998,-0.23546874999999998,-0.39875,-0.8746875000000001,-1.34765625,-1.9515625,-2.7404687500000002,-3.1059375,,,,,,,,,,,,,-0.03593749999999999,-0.07640624999999998,-0.21859374999999998,-0.38187499999999996,-0.8578125000000001,-1.33078125,-1.9346875000000001,-2.72359375,-3.0890625,,,,,,,,,,-0.04046875,-0.18265625,-0.3459375,-0.821875,-1.29484375,-1.8987500000000002,-2.6876562500000003,-3.053125,-0.1421875,-0.30546874999999996,-0.7814062500000001,-1.254375,-1.85828125,-2.6471875000000002,-3.01265625,-0.16328125,-0.6392187500000001,-1.1121875,-1.7160937500000002,-2.5050000000000003,-2.87046875,-0.47593750000000007,-0.9489062500000001,-1.5528125000000002,-2.34171875,-2.7071875,-0.47296874999999994,-1.076875,-1.8657812500000002,-2.23125,-0.6039062500000001,-1.3928125000000002,-1.75828125,-0.7889062500000001,-1.154375,-0.3654687499999998
2013,Q3,,-0.006874999999999999,,-0.03765625,-0.0971875,-0.340625,-0.681875,-1.4784374999999998,-2.09171875,-2.68125,-3.4125,-3.6890625,,,,,,,,,,,,,-0.030781250000000003,-0.09031249999999999,-0.33375000000000005,-0.6749999999999999,-1.4715624999999999,-2.08484375,-2.674375,-3.405625,-3.6821875,,,,,,,,,,-0.059531249999999994,-0.30296875,-0.64421875,-1.44078125,-2.0540625,-2.64359375,-3.37484375,-3.65140625,-0.24343750000000003,-0.5846875,-1.3812499999999999,-1.99453125,-2.5840625,-3.3153125,-3.591875,-0.34124999999999994,-1.1378125,-1.7510937500000001,-2.340625,-3.0718750000000004,-3.3484375,-0.7965625,-1.4098437500000003,-1.9993750000000001,-2.7306250000000003,-3.0071875,-0.6132812500000002,-1.2028125,-1.9340625000000002,-2.2106250000000003,-0.5895312499999998,-1.32078125,-1.5973437499999998,-0.7312500000000002,-1.0078125,-0.2765624999999998
2013,Q4,,-0.001774193548387093,,-0.03096774193548387,-0.06693548387096776,-0.2688709677419355,-0.5741935483870968,-1.3806451612903226,-2.0574193548387094,-2.685806451612903,-3.4429032258064516,-3.727741935483871,,,,,,,,,,,,,-0.029193548387096778,-0.06516129032258067,-0.2670967741935484,-0.5724193548387096,-1.3788709677419355,-2.0556451612903226,-2.684032258064516,-3.4411290322580648,-3.725967741935484,,,,,,,,,,-0.03596774193548388,-0.23790322580645162,-0.5432258064516129,-1.3496774193548386,-2.0264516129032257,-2.6548387096774193,-3.411935483870968,-3.696774193548387,-0.20193548387096774,-0.507258064516129,-1.3137096774193548,-1.990483870967742,-2.6188709677419353,-3.375967741935484,-3.660806451612903,-0.30532258064516127,-1.1117741935483871,-1.7885483870967742,-2.416935483870968,-3.1740322580645164,-3.4588709677419356,-0.8064516129032258,-1.4832258064516128,-2.111612903225806,-2.8687096774193552,-3.153548387096774,-0.6767741935483871,-1.3051612903225807,-2.0622580645161293,-2.3470967741935485,-0.6283870967741936,-1.3854838709677422,-1.6703225806451614,-0.7570967741935486,-1.0419354838709678,-0.2848387096774192
2014,Q1,,-0.011147540983606562,,-0.03786885245901638,-0.08229508196721311,-0.3365573770491803,-0.7257377049180328,-1.5652459016393443,-2.1908196721311475,-2.727213114754098,-3.380655737704918,-3.64672131147541,,,,,,,,,,,,,-0.02672131147540982,-0.07114754098360655,-0.3254098360655737,-0.7145901639344263,-1.5540983606557377,-2.179672131147541,-2.7160655737704915,-3.3695081967213114,-3.635573770491803,,,,,,,,,,-0.04442622950819673,-0.29868852459016393,-0.6878688524590164,-1.5273770491803278,-2.152950819672131,-2.689344262295082,-3.3427868852459017,-3.6088524590163935,-0.2542622950819672,-0.6434426229508197,-1.482950819672131,-2.1085245901639347,-2.6449180327868853,-3.298360655737705,-3.564426229508197,-0.38918032786885254,-1.228688524590164,-1.8542622950819674,-2.390655737704918,-3.0440983606557377,-3.3101639344262295,-0.8395081967213114,-1.4650819672131148,-2.0014754098360656,-2.6549180327868855,-2.9209836065573773,-0.6255737704918034,-1.161967213114754,-1.815409836065574,-2.0814754098360657,-0.5363934426229506,-1.1898360655737705,-1.4559016393442623,-0.6534426229508199,-0.9195081967213117,-0.2660655737704918
2014,Q2,,-0.008253968253968257,,-0.030476190476190476,-0.07825396825396826,-0.39476190476190476,-0.8471428571428571,-1.6328571428571428,-2.1698412698412697,-2.5961904761904764,-3.1531746031746035,-3.417777777777778,,,,,,,,,,,,,-0.02222222222222222,-0.07,-0.3865079365079365,-0.8388888888888888,-1.6246031746031746,-2.1615873015873013,-2.587936507936508,-3.144920634920635,-3.4095238095238094,,,,,,,,,,-0.04777777777777778,-0.36428571428571427,-0.8166666666666667,-1.6023809523809522,-2.139365079365079,-2.565714285714286,-3.122698412698413,-3.3873015873015873,-0.3165079365079365,-0.7688888888888888,-1.5546031746031745,-2.0915873015873014,-2.517936507936508,-3.0749206349206353,-3.3395238095238096,-0.45238095238095233,-1.2380952380952381,-1.7750793650793648,-2.2014285714285715,-2.7584126984126986,-3.023015873015873,-0.7857142857142857,-1.3226984126984127,-1.7490476190476194,-2.3060317460317465,-2.570634920634921,-0.5369841269841269,-0.9633333333333336,-1.5203174603174607,-1.784920634920635,-0.4263492063492067,-0.9833333333333338,-1.2479365079365081,-0.5569841269841271,-0.8215873015873014,-0.2646031746031743
2014,Q3,,-0.0045312500000000006,,-0.030156250000000002,-0.0875,-0.49312500000000004,-0.96203125,-1.6796875,-2.13625,-2.47765625,-2.98625,-3.2434374999999998,,,,,,,,,,,,,-0.025625000000000002,-0.08296875000000001,-0.48859375,-0.9575,-1.6751562500000001,-2.13171875,-2.473125,-2.98171875,-3.23890625,,,,,,,,,,-0.05734375,-0.46296875000000004,-0.931875,-1.6495312500000001,-2.10609375,-2.4475,-2.95609375,-3.2132812499999996,-0.405625,-0.87453125,-1.5921875,-2.04875,-2.39015625,-2.89875,-3.1559375,-0.46890624999999997,-1.1865625,-1.643125,-1.9845312499999999,-2.493125,-2.7503124999999997,-0.7176562500000001,-1.17421875,-1.515625,-2.02421875,-2.28140625,-0.4565625,-0.7979687499999999,-1.3065625,-1.5637499999999998,-0.3414062499999999,-0.8500000000000001,-1.1071874999999998,-0.5085937500000002,-0.7657812499999999,-0.2571874999999997
2014,Q4,,0.005806451612903229,,-0.047419354838709675,-0.12387096774193548,-0.5082258064516129,-0.9391935483870968,-1.5725806451612905,-1.9661290322580645,-2.2475806451612907,-2.6632258064516128,-2.937741935483871,,,,,,,,,,,,,-0.0532258064516129,-0.1296774193548387,-0.5140322580645161,-0.9450000000000001,-1.5783870967741938,-1.9719354838709677,-2.253387096774194,-2.669032258064516,-2.9435483870967745,,,,,,,,,,-0.0764516129032258,-0.46080645161290323,-0.8917741935483872,-1.5251612903225809,-1.9187096774193546,-2.200161290322581,-2.615806451612903,-2.8903225806451616,-0.38435483870967746,-0.8153225806451614,-1.4487096774193549,-1.8422580645161288,-2.123709677419355,-2.539354838709677,-2.8138709677419356,-0.43096774193548393,-1.0643548387096775,-1.4579032258064515,-1.7393548387096778,-2.155,-2.429516129032258,-0.6333870967741936,-1.0269354838709677,-1.3083870967741937,-1.7240322580645158,-1.9985483870967742,-0.393548387096774,-0.6750000000000003,-1.0906451612903223,-1.3651612903225807,-0.2814516129032263,-0.6970967741935483,-0.9716129032258067,-0.41564516129032203,-0.6901612903225804,-0.2745161290322584
